GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,17.5,17.5 [14.1-21.5],14.1,21.5
NUT_BF_EBF,Exclusive breastfeeding under six months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusive-breastfeeding-under-six-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,62.4,62.4 [52.9-71.1],52.9,71.1
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,6.6,6.6 [3.9-11.0],3.9,11.0
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,48.5,48.5 [42.9-54.2],42.9,54.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS42-47,42 to 47 months,47.1,47.1 [42.4-51.7],42.4,51.7
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,0.2,0.2 [0.0-1.3],0.0,1.3
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS6-23,6 to 23 months,28.6,28.6 [24.5-33.1],24.5,33.1
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,69.4,69.4 [64.4-73.9],64.4,73.9
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,Decile 7,4.4,4.4 [2.9-6.6],2.9,6.6
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2004,2004,2004,SEAR,South-East Asia,NPL,Nepal,SEVERITY,SEVERITY_SEVERE,Severe,1.2,1.2 [0.6-2.0],0.6,2.0
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,6.1411802,6.1 [5.2-7.2],5.2219424,7.1519941
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-numbers-%28in-millions%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,680.7,680.7 [653.7-708.5],653.7,708.5
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2007,2007,2007,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,17.5,17.5 [15.1-20.4],15.1,20.4
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,1.7,1.7 [1.0-2.9],1.0,2.9
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,99.3,99.3 [98.0-99.7],98.0,99.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,19.3,19.3 [16.4-22.6],16.4,22.6
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,2.1,2.1 [1.4-3.0],1.4,3.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),42.8,42.8,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,26.067451,26.1 [20.1-32.3],20.133236,32.319
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,1.3,1.3 [0.4-4.4],0.4,4.4
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,2.7,2.7,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,38.6,38.6 [36.2-40.9],36.2,40.9
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,1.1,1.1 [0.6-2.0],0.6,2.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,1.4433205,1.4 [0.2-4.6],0.22789442,4.585997
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,15.258728,15.3 [10.7-20.5],10.737127,20.540537
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,9.9497713,9.9 [7.7-12.6],7.6590054,12.551446
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,3.4,3.4 [1.9-6.1],1.9,6.1
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,0.0,0.0 [0.0-0.0],0.0,0.0
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,Wealth - Bottom 80%,26.1,26.1 [23.4-29.0],23.4,29.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,45.9,45.9 [42.6-49.2],42.6,49.2
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,Decile 1 (poorest),14.9,14.9 [11.9-18.6],11.9,18.6
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,4.4605039,4.5 [3.9-5.0],3.9489754,5.0134536
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2002,2002,2002,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,1692.9,1692.9 [1195.5-2348.7],1195.5,2348.7
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,57.0,57.0 [49.5-64.2],49.5,64.2
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,9.4233401,9.4 [4.1-17.4],4.0520467,17.372784
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,1.0429165,1.0 [0.4-2.1],0.43047052,2.1005873
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,11.030283,11.0 [9.9-12.2],9.9347562,12.227175
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,61.2,61.2 [56.9-65.4],56.9,65.4
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS48-59,48 to 59 months,8.2,8.2,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,25.244111,25.2 [17.7-33.5],17.711625,33.472994
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,,,,35.8,35.8 [33.5-38.3],33.5,38.3
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,21.112159,21.1 [19.9-22.4],19.870098,22.402287
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,11.8,11.8 [8.6-16.1],8.6,16.1
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,0.2,0.2 [0.0-1.3],0.0,1.3
NUT_BF_CBF,Continued breastfeeding 12-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/continued-breastfeeding-12-23-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,91.3,91.3 [88.9-93.2],88.9,93.2
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,22.86161,22.9 [11.4-36.1],11.44719,36.135712
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,12.867697,12.9 [11.8-14.0],11.826206,14.008278
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,8.8998355,8.9 [5.9-12.5],5.9290372,12.535429
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),39.7,39.7 [32.4-47.4],32.4,47.4
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,2.3,2.3 [1.0-5.1],1.0,5.1
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,59.5,59.5 [57.6-61.3],57.6,61.3
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,22.766213,22.8 [21.7-23.9],21.674781,23.852417
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,38.3,38.3 [34.8-42.0],34.8,42.0
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,30.891404,30.9 [23.1-39.0],23.103102,39.03684
