GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,2.9,2.9 [2.2-3.8],2.2,3.8
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,99.3,99.3 [98.5-99.7],98.5,99.7
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,0.9,0.9 [0.5-1.6],0.5,1.6
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,5.0,5.0 [2.5-9.9],2.5,9.9
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2023,2023,2023,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,27.6,27.6 [21.0-36.6],21.0,36.6
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,Wealth - Bottom 80%,32.4,32.4 [28.6-36.4],28.6,36.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,,,,31.1,31.1,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,0.86738039,0.9 [0.4-1.6],0.40431805,1.5889395
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,2.7700553,2.8 [0.8-6.6],0.78109195,6.6184446
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,59.3,59.3 [52.1-66.2],52.1,66.2
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1996,1996,1996,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,33.7,33.7 [29.5-38.1],29.5,38.1
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,3.5,3.5 [1.0-11.8],1.0,11.8
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,0.96233534,1.0 [0.7-1.3],0.70652482,1.2760672
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,38.3,38.3 [32.8-44.0],32.8,44.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,43.2,43.2,,
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,49.6,49.6 [43.5-55.7],43.5,55.7
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-acceptable-diet-6-23-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_HIGHER,Higher education,44.0,44.0 [33.1-55.4],33.1,55.4
LBW_PREVALENCE,Low birth weight prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/low-birth-weight-prevalence-%28-%29,2013,2013,2013,SEAR,South-East Asia,NPL,Nepal,,,,20.7,20.7 [19.1-22.6],19.1,22.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,16.550793,16.6 [14.8-18.4],14.827324,18.352823
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,2.7,2.7 [2.1-3.5],2.1,3.5
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,4.8,4.8 [2.6-8.5],2.6,8.5
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,0.5,0.5 [0.1-3.6],0.1,3.6
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,8.3,8.3 [4.3-15.6],4.3,15.6
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,1.8,1.8 [0.7-4.6],0.7,4.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,15.7,15.7 [10.8-22.2],10.8,22.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS12-17,12 to 17 months,44.7,44.7 [40.3-49.3],40.3,49.3
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,1.6,1.6 [0.9-2.8],0.9,2.8
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,67.1,67.1 [63.1-70.9],63.1,70.9
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,80.1,80.1 [75.2-84.2],75.2,84.2
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,0.47855997,0.5 [0.3-0.7],0.31037307,0.71005751
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,10.377561,10.4 [8.3-12.8],8.2761578,12.750964
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,56.1,56.1 [54.0-58.1],54.0,58.1
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,1.6,1.6 [0.7-3.5],0.7,3.5
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/egg-and-or-flesh-food-consumption-6-23-months,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,35.2,35.2 [31.1-39.5],31.1,39.5
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,1.2,1.2 [0.6-2.5],0.6,2.5
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-meal-frequency-6-23-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,70.2,70.2 [64.2-75.6],64.2,75.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,25.2,25.2 [23.3-27.2],23.3,27.2
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,80.9,80.9 [78.6-83.0],78.6,83.0
NUT_BF_EBF,Exclusive breastfeeding under six months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusive-breastfeeding-under-six-months,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,65.2,65.2 [59.7-70.2],59.7,70.2
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/egg-and-or-flesh-food-consumption-6-23-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,39.6,39.6 [36.3-42.9],36.3,42.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,25.601783,25.6 [19.7-31.9],19.718312,31.90749
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,8.0,8.0 [4.2-14.6],4.2,14.6
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,0.2,0.2 [0.0-0.7],0.0,0.7
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2005,2005,2005,SEAR,South-East Asia,NPL,Nepal,SEVERITY,SEVERITY_TOTAL,Total,1770.0,1770 [1430-2120],1430.0,2120.0
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,0.5,0.5 [0.2-1.5],0.2,1.5
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,61.1,61.1 [59.5-62.7],59.5,62.7
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-numbers-%28in-millions%29,2020,2020,2020,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,377.0,377.0 [356.2-399.6],356.2,399.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2012,2012,2012,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,2160.3,2160.3 [1745.0-2623.9],1745.0,2623.9
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,15.984042,16.0 [13.4-18.7],13.37076,18.718109
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1996,1996,1996,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,63.2,63.2 [58.8-67.3],58.8,67.3
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,1.3,1.3 [0.9-2.0],0.9,2.0
LBW_NUMBER,Low birth weight number (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/low-birth-weight-%28in-thousands%29,2004,2004,2004,SEAR,South-East Asia,NPL,Nepal,,,,156.5,156.5 [138.7-176.2],138.7,176.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,16.3,16.3 [11.8-22.0],11.8,22.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS24-35,24 to 35 months,58.6,58.6 [54.5-62.7],54.5,62.7
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,2.2,2.2 [1.6-3.0],1.6,3.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,37.0,37.0,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,2.601322,2.6 [1.5-4.2],1.4871059,4.2378042
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,12.0,12.0 [10.8-13.3],10.8,13.3
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,45.5,45.5 [39.1-52.1],39.1,52.1
